pattern_id,pattern_type,account
225,STACK,0116214::80625B770
225,STACK,023885::807049450
225,STACK,001267::802374C40
225,STACK,0222819::808E2DDF0
225,STACK,01674::80055FEA0
225,STACK,011904::8084903D0
225,STACK,004242::8019856D0
225,STACK,022205::801A4DCF0
225,STACK,012::800146B60
225,STACK,0016678::80615B420
225,STACK,0122055::808361B30
225,STACK,0115656::80A7733F0
226,SCATTER-GATHER,005::807E7A050
226,SCATTER-GATHER,0011642::8054BBA20
226,SCATTER-GATHER,01547::801C95950
226,SCATTER-GATHER,018549::8066C70E0
226,SCATTER-GATHER,00701::801F61160
227,SCATTER-GATHER,011471::8016A8DE0
227,SCATTER-GATHER,00908::801A655B0
227,SCATTER-GATHER,013554::8018BB080
227,SCATTER-GATHER,020::8001B7DB0
227,SCATTER-GATHER,011157::8010D6C80
227,SCATTER-GATHER,010::801998160
227,SCATTER-GATHER,00701::800A8E530
227,SCATTER-GATHER,01292::800473820
227,SCATTER-GATHER,00220::800118660
227,SCATTER-GATHER,001299::801EF79E0
227,SCATTER-GATHER,01490::8018B5A10
228,GATHER-SCATTER,0223635::80B020260
228,GATHER-SCATTER,02915::802C9D9C0
228,GATHER-SCATTER,0014277::808E88790
228,GATHER-SCATTER,002947::807A67940
228,GATHER-SCATTER,0231744::80BEFEF30
228,GATHER-SCATTER,0010232::805164ED0
228,GATHER-SCATTER,003144::8035EA260
228,GATHER-SCATTER,012963::8016C37F0
228,GATHER-SCATTER,0213737::8058B1D10
228,GATHER-SCATTER,011813::800D7BEF0
228,GATHER-SCATTER,018428::8052D27B0
228,GATHER-SCATTER,018460::808630600
228,GATHER-SCATTER,007::8063494F0
229,CYCLE,0123288::80C3B54A0
229,CYCLE,02843::80FBDD530
229,CYCLE,025637::808FC9C70
229,CYCLE,0239453::80E57ABE0
230,STACK,013265::801B81AB0
230,STACK,0028663::80A9D7A10
230,STACK,001::801368CE0
230,STACK,0033727::80C5CA5C0
230,STACK,001916::80B3A0080
230,STACK,016788::803290610
230,STACK,02591::801B6D270
230,STACK,0022155::808CEE0D0
230,STACK,008539::805566BB0
230,STACK,006052::802D94F50
230,STACK,0021884::8087F0BB0
230,STACK,029404::803E2DFF0
230,STACK,012::80019D2E0
230,STACK,0112497::80549CF00
230,STACK,012::8010BB4D0
230,STACK,0238845::80F540750
230,STACK,02591::80096F760
230,STACK,002467::80E2F27A0
231,CYCLE,0010::8060EC5E0
231,CYCLE,003149::808582E80
231,CYCLE,029069::807CD84A0
231,CYCLE,0240971::80EEC7720
231,CYCLE,013264::8022CFEB0
231,CYCLE,001::80C707860
231,CYCLE,001241::8040A5960
232,RANDOM,015231::80266F880
232,RANDOM,023691::8021353D0
233,BIPARTITE,00410::80023F3C0
233,BIPARTITE,022::800526C80
233,BIPARTITE,0118::8000C83D0
233,BIPARTITE,012::80016FB40
233,BIPARTITE,012::800288190
233,BIPARTITE,020::800161D40
233,BIPARTITE,023::8002767B0
233,BIPARTITE,012::800207A10
233,BIPARTITE,001024::800963A90
233,BIPARTITE,022::800166070
233,BIPARTITE,023::800238830
233,BIPARTITE,022::800062E20
233,BIPARTITE,022::8001BD460
233,BIPARTITE,022::8000FE520
233,BIPARTITE,012::8001BFCF0
233,BIPARTITE,001::8000F65C0
234,STACK,0050202::812D129C0
234,STACK,0222::812D127D0
235,SCATTER-GATHER,006129::807809890
235,SCATTER-GATHER,001411::802371D80
235,SCATTER-GATHER,011852::80C8BC8F0
235,SCATTER-GATHER,015863::807D147A0
235,SCATTER-GATHER,023537::802929810
235,SCATTER-GATHER,0013184::805C26F90
235,SCATTER-GATHER,0011030::80CB65920
235,SCATTER-GATHER,0013029::804F47D50
235,SCATTER-GATHER,006276::80D551FF0
235,SCATTER-GATHER,011::80031A110
235,SCATTER-GATHER,022828::80104ABA0
235,SCATTER-GATHER,0011899::804844840
235,SCATTER-GATHER,01292::80AE68D00
235,SCATTER-GATHER,006::80A1FB9F0
235,SCATTER-GATHER,0239604::80E62A630
236,FAN-OUT,0215841::80977E9E0
236,FAN-OUT,0235843::80D754910
236,FAN-OUT,0013067::80B76EEA0
236,FAN-OUT,027::80C6887D0
236,FAN-OUT,0033739::80CDD3650
236,FAN-OUT,028800::811E6A080
236,FAN-OUT,015643::8067FB4D0
237,RANDOM,0249176::812A70ED0
237,RANDOM,0049508::812A70E80
238,STACK,01490::8002BCF50
238,STACK,023::800164D30
238,STACK,020::80011B370
238,STACK,020::800120A50
238,STACK,010::80010BFC0
238,STACK,022::800068180
238,STACK,023::8000EC7E0
238,STACK,010::80018E990
238,STACK,020::8000F9560
238,STACK,011::80029D5F0
238,STACK,012::800240F70
238,STACK,022::8001BD460
238,STACK,020::80012EBD0
238,STACK,022::8000EFAA0
238,STACK,01490::80029B9F0
238,STACK,02591::8008B79A0
238,STACK,020::80050C9D0
238,STACK,001::800059C00
238,STACK,001::8001BA930
238,STACK,022::800241D60
238,STACK,012::800165A30
239,STACK,01490::80BB81D50
239,STACK,0116::80EA18C20
239,STACK,024515::80254C330
239,STACK,0120292::807E80300
239,STACK,008248::8048CB7A0
239,STACK,016788::80C1C49F0
239,STACK,022::8046778F0
239,STACK,01502::80C88C950
239,STACK,0239692::80F1FBAD0
239,STACK,029992::8047DE090
239,STACK,004::8007C5C80
239,STACK,0010404::807B751B0
239,STACK,0227143::80B6EACF0
239,STACK,005627::80E6D8130
239,STACK,0032059::80BB90E90
239,STACK,001::8022AF930
239,STACK,01522::800C68D20
239,STACK,017732::80FCBD920
239,STACK,0012::80C5C01D0
239,STACK,012::800EEECD0
239,STACK,023344::80BC94290
239,STACK,01490::80B9BD900
239,STACK,0028779::80A8A0F70
239,STACK,023537::8018514B0
239,STACK,003045::8019DE740
239,STACK,0016733::8069CC590
239,STACK,0134117::80CBA63F0
239,STACK,018475::8094502D0
239,STACK,0212818::804A8A480
239,STACK,018460::808A58D40
239,STACK,01362::801314930
239,STACK,003229::8034C0D20
239,STACK,0116425::8063A29D0
239,STACK,0129974::80B616540
239,STACK,0220967::80D3F0070
239,STACK,0219860::80DE65350
239,STACK,028183::8088E9DA0
239,STACK,0033759::80CB230F0
239,STACK,015::803D8E3A0
239,STACK,0029115::80A9E82B0
239,STACK,007::804ABF900
239,STACK,01601::801BDCE30
239,STACK,0071::804AD1FB0
239,STACK,0028237::80AA72BA0
239,STACK,0021568::8083724D0
240,SCATTER-GATHER,015231::80266F880
240,SCATTER-GATHER,023691::8021353D0
241,BIPARTITE,002627::8013028A0
241,BIPARTITE,017610::807FF9830
241,BIPARTITE,0036326::80E765080
241,BIPARTITE,003144::80187DEC0
241,BIPARTITE,022775::803BCC3E0
241,BIPARTITE,007::8080F7450
241,BIPARTITE,002952::802403080
241,BIPARTITE,001124::8051AA8E0
241,BIPARTITE,019925::803C37930
241,BIPARTITE,013862::802EAF120
241,BIPARTITE,001267::8035D0FC0
241,BIPARTITE,011974::80F972FC0
241,BIPARTITE,019593::804895E90
241,BIPARTITE,0120292::8083BDEE0
241,BIPARTITE,001665::800AD9C50
241,BIPARTITE,0214529::8058A51E0
241,BIPARTITE,017769::8078C8600
241,BIPARTITE,0221765::807EE72F0
241,BIPARTITE,001068::801635F70
241,BIPARTITE,029467::80C4E7410
241,BIPARTITE,0071::80482B5A0
241,BIPARTITE,0122055::809256DC0
241,BIPARTITE,028::80A4273C0
241,BIPARTITE,0010::80615D270
241,BIPARTITE,006156::8052E39D0
241,BIPARTITE,0211::80A515120
242,FAN-OUT,0119::811C597B0
242,FAN-OUT,0150240::812D22980
242,FAN-OUT,0222::811B83280
243,FAN-OUT,008798::803888E40
243,FAN-OUT,0013029::804CA7210
243,FAN-OUT,0229558::80E11A500
244,BIPARTITE,003::80368B680
244,BIPARTITE,003335::80D090CC0
244,BIPARTITE,0230230::80B1E3F70
244,BIPARTITE,0013667::805F443D0
244,BIPARTITE,0227080::80B502BD0
244,BIPARTITE,0210292::803A62590
244,BIPARTITE,0226331::80A3C3F10
244,BIPARTITE,0210292::8043148C0
244,BIPARTITE,013057::80734CB00
244,BIPARTITE,004::8060B3D60
244,BIPARTITE,011657::800E02580
244,BIPARTITE,012::806629BE0
244,BIPARTITE,0030850::80BAAEB30
244,BIPARTITE,00220::8006D5E90
244,BIPARTITE,027444::8035FCAE0
244,BIPARTITE,0222965::80E814F80
244,BIPARTITE,0287::8063737F0
244,BIPARTITE,003242::80D1A92E0
244,BIPARTITE,01522::800373D90
244,BIPARTITE,0223041::80A01B6B0
244,BIPARTITE,024132::802923410
244,BIPARTITE,0110603::80D715D20
244,BIPARTITE,006129::80ED20E80
244,BIPARTITE,023344::8013BFC10
245,CYCLE,0032564::80C1EB8B0
245,CYCLE,0014::81016E050
245,CYCLE,0111312::8045732A0
246,FAN-OUT,0121303::808C531A0
246,FAN-OUT,019729::806475830
246,FAN-OUT,0048211::811F1C280
246,FAN-OUT,0116::80E5DE3D0
246,FAN-OUT,006625::80DE4F560
246,FAN-OUT,0210997::80C40C500
246,FAN-OUT,0010709::80D4EE160
246,FAN-OUT,018067::8038201A0
246,FAN-OUT,008::809D86610
246,FAN-OUT,0213704::805BD1400
246,FAN-OUT,022758::808AFDDE0
246,FAN-OUT,0011128::8045F4500
246,FAN-OUT,0213737::804FDD630
246,FAN-OUT,0024779::8096D4670
247,CYCLE,0215803::806CBBE20
247,CYCLE,018200::803118000
247,CYCLE,0217125::8073CD950
247,CYCLE,011107::80171C720
247,CYCLE,002454::806E8ADD0
248,CYCLE,0114590::8056BC280
248,CYCLE,02843::801F694E0
248,CYCLE,0013917::80BB54BC0
248,CYCLE,00701::8004257C0
248,CYCLE,003::8049DD1C0
249,FAN-OUT,0050528::812D0C600
249,FAN-OUT,0148350::812D0C3C0
249,FAN-OUT,0148350::811FFF630
250,FAN-IN,002947::8034F43D0
250,FAN-IN,011471::81102D030
250,FAN-IN,0029292::811A6A9B0
250,FAN-IN,01362::8067576D0
250,FAN-IN,0227720::80A75F310
250,FAN-IN,014433::8030E68E0
250,FAN-IN,0124371::80C550240
250,FAN-IN,018511::811CCBB50
250,FAN-IN,0119::811C4B1C0
251,FAN-OUT,001299::80B5B1FA0
251,FAN-OUT,0111326::807759540
251,FAN-OUT,01420::80054DF50
251,FAN-OUT,0010::80639B830
251,FAN-OUT,014077::804189CD0
251,FAN-OUT,01522::8006CEA40
251,FAN-OUT,0010656::803ECD370
251,FAN-OUT,0116::80E4F94A0
251,FAN-OUT,0016649::806238AD0
251,FAN-OUT,0214100::807AD3140
251,FAN-OUT,007548::80FBB04F0
251,FAN-OUT,003123::8051C37E0
251,FAN-OUT,0122047::808157020
251,FAN-OUT,021611::808D6F2D0
251,FAN-OUT,0221527::809C46E10
252,FAN-IN,0117143::8065D8150
252,FAN-IN,01547::803561840
252,FAN-IN,017222::806414FC0
252,FAN-IN,019740::8047B9AD0
252,FAN-IN,0033873::80C7ECF20
252,FAN-IN,0240304::80EADDDB0
252,FAN-IN,011157::80A4E0120
252,FAN-IN,0137218::80DDB1280
252,FAN-IN,027637::80A3EF0D0
253,FAN-OUT,0223::811A4DBD0
253,FAN-OUT,0223::811A00890
253,FAN-OUT,0228101::80B0C3F40
253,FAN-OUT,0119::8000DB3C0
253,FAN-OUT,0119::811B88600
253,FAN-OUT,0119::811DCA9B0
253,FAN-OUT,0223::811B9B160
253,FAN-OUT,0222::800051110
253,FAN-OUT,0118::811B9B110
253,FAN-OUT,0222::811D80C30
253,FAN-OUT,0249118::814965B00
253,FAN-OUT,0118::811A67510
253,FAN-OUT,0223::811A65E30
254,SCATTER-GATHER,0214::809111530
254,SCATTER-GATHER,0110603::80865D2F0
254,SCATTER-GATHER,0117070::807065AD0
254,SCATTER-GATHER,029794::8065CD500
254,SCATTER-GATHER,025075::80D165A40
254,SCATTER-GATHER,003144::8019E69B0
254,SCATTER-GATHER,01729::800E25B20
254,SCATTER-GATHER,002824::80200E890
255,STACK,015916::80C25CC60
255,STACK,027103::811D34B50
255,STACK,0210575::803D208B0
255,STACK,023537::80A0C9030
255,STACK,003229::80146B800
255,STACK,01674::80068DB50
255,STACK,0111443::804E3A720
255,STACK,0116::80EAED430
255,STACK,0024224::808DB6D10
255,STACK,0014757::805C34090
255,STACK,018617::803D6C480
255,STACK,010::803726250
255,STACK,0022091::80813D810
255,STACK,015::803F94070
255,STACK,004600::806E6FE50
255,STACK,0110057::80477A740
255,STACK,01688::8019EA660
255,STACK,011::8001D71F0
255,STACK,006075::803601230
255,STACK,02843::80B7E71D0
255,STACK,0240648::8103A5AF0
255,STACK,0228101::80A41A7D0
255,STACK,0030474::80CAD99F0
255,STACK,0111425::806A20680
256,BIPARTITE,0119::812A09CF0
256,BIPARTITE,0049365::812A09D40
257,CYCLE,0017854::811AF2F80
257,CYCLE,0222268::8083A8800
257,CYCLE,0116715::80D41E7A0
257,CYCLE,0127593::80A3DE9A0
257,CYCLE,005::800093C80
257,CYCLE,005::808406960
257,CYCLE,01467::800728800
257,CYCLE,001412::801434090
258,GATHER-SCATTER,0119::811C597B0
258,GATHER-SCATTER,0048309::811C599A0
258,GATHER-SCATTER,0150240::812D22980
258,GATHER-SCATTER,0222::811B83280
259,STACK,020::800103610
259,STACK,020::8001B4210
259,STACK,001024::800963A91
259,STACK,011::8001D6370
259,STACK,022::8001BA1D0
259,STACK,012::8001FCB30
259,STACK,020::8001B3D10
259,STACK,0225::8000E43B1
259,STACK,010::80005BD00
259,STACK,012::80023BB50
259,STACK,023::800058470
259,STACK,023::800142410
259,STACK,012::8001BC960
259,STACK,00220::8001325C0
259,STACK,0225::8000E43B0
259,STACK,001::8000F65C0
260,STACK,0249176::812A70ED0
260,STACK,0049508::812A70E80
261,STACK,0228101::80A9194B0
261,STACK,0248857::811D70040
261,STACK,0011687::8047210A0
261,STACK,022::8008AF700
261,STACK,0215841::809DCF810
261,STACK,026818::8033CA2E0
261,STACK,021940::80239A430
261,STACK,028711::810E34C30
261,STACK,0115656::810F60C80
261,STACK,01674::803C95E70
261,STACK,0120627::811AB7660
261,STACK,004503::806E0F510
261,STACK,021258::807AE3400
261,STACK,015::80465E720
261,STACK,02915::800AEDA60
261,STACK,0017246::80A757530
261,STACK,0035684::80D4AA440
261,STACK,0113935::80E4864B0
261,STACK,0133826::8113D8850
261,STACK,002952::80A784730
261,STACK,0213737::805044D20
262,CYCLE,015231::80266F880
262,CYCLE,023691::8021353D0
263,RANDOM,019::80963D200
263,RANDOM,0014254::80BA89570
263,RANDOM,003045::80237FFF0
263,RANDOM,016586::805B50FB0
263,RANDOM,0113779::80C4D47E0
263,RANDOM,019023::805067660
263,RANDOM,0125645::809DAE060
264,BIPARTITE,010::80B389320
264,BIPARTITE,015964::8027EDAA0
264,BIPARTITE,0214::80C046B80
264,BIPARTITE,013037::805A5EFF0
264,BIPARTITE,011::805959900
264,BIPARTITE,0133471::80CD397E0
264,BIPARTITE,0244187::81055E900
264,BIPARTITE,0021568::808BC5830
264,BIPARTITE,017327::803465880
264,BIPARTITE,019925::80C413DF0
264,BIPARTITE,0028690::80A8ADE10
264,BIPARTITE,006::80A30B870
264,BIPARTITE,005836::805EC6EB0
264,BIPARTITE,020::800290ED0
264,BIPARTITE,023691::803BF05B0
264,BIPARTITE,0043735::810BCE380
264,BIPARTITE,003045::801EE3CD0
264,BIPARTITE,0111425::808ED6360
264,BIPARTITE,0219449::808630EB0
264,BIPARTITE,0113935::80DD442E0
264,BIPARTITE,0137218::80F06C420
264,BIPARTITE,0113::80FD68BC0
264,BIPARTITE,022345::801A42EC0
264,BIPARTITE,0020846::8086E9E70
264,BIPARTITE,004600::802386190
264,BIPARTITE,021940::80255DA40
265,STACK,025075::803BE1900
265,STACK,016::804791210
265,STACK,015730::803E18A10
265,STACK,016450::805A8E1E0
265,STACK,0022422::808760660
265,STACK,02843::802710FF0
265,STACK,01467::8005CC8D0
265,STACK,0020486::80812E970
265,STACK,002824::80148AA00
265,STACK,016::804A23160
265,STACK,027103::8031C17D0
265,STACK,001047::80704ACD0
265,STACK,014011::8018AB540
265,STACK,0015447::80923D480
265,STACK,0210292::803B90890
265,STACK,002053::802BE7350
265,STACK,025547::804EF2220
265,STACK,001665::801F86B70
265,STACK,010::801280800
265,STACK,015::803A1BB50
265,STACK,028629::8078349F0
265,STACK,021831::80890A8B0
265,STACK,015::804070990
265,STACK,022736::8091B5A10
266,BIPARTITE,015231::80266F880
266,BIPARTITE,023691::8021353D0
267,BIPARTITE,015231::80266F880
267,BIPARTITE,023691::8021353D0
268,SCATTER-GATHER,001267::802FBEBC0
268,SCATTER-GATHER,023842::8019C0990
268,SCATTER-GATHER,019477::80381C7A0
268,SCATTER-GATHER,002454::8016EFD70
268,SCATTER-GATHER,017327::805A16080
268,SCATTER-GATHER,018200::803616220
268,SCATTER-GATHER,01490::80779F730
268,SCATTER-GATHER,001::800459750
268,SCATTER-GATHER,021258::8028E8460
268,SCATTER-GATHER,01674::8006A6CF0
268,SCATTER-GATHER,0016678::806E5B990
268,SCATTER-GATHER,0112931::8053BE3E0
268,SCATTER-GATHER,00701::80514DE20
268,SCATTER-GATHER,001665::800F24BE0
268,SCATTER-GATHER,003149::80145D1D0
269,FAN-IN,014325::801A21E40
269,FAN-IN,013858::801820540
269,FAN-IN,021::803F9CB00
269,FAN-IN,001267::803146110
269,FAN-IN,01601::801139C30
269,FAN-IN,010::8003E7740
269,FAN-IN,002947::804290F90
269,FAN-IN,0010581::8044E2C30
269,FAN-IN,013057::8019D0940
269,FAN-IN,011657::801479230
269,FAN-IN,018200::8084CA790
269,FAN-IN,0210404::805090B10
269,FAN-IN,011157::801DB94A0
269,FAN-IN,01522::8010F4680
270,SCATTER-GATHER,001::8001BA930
270,SCATTER-GATHER,020::8002DA960
270,SCATTER-GATHER,001::8001E6840
270,SCATTER-GATHER,00410::8003AA6D0
270,SCATTER-GATHER,01665::8006A4A30
270,SCATTER-GATHER,00220::8001576B0
270,SCATTER-GATHER,00908::8005C1970
270,SCATTER-GATHER,01502::8009FD120
270,SCATTER-GATHER,011::8007F79F0
270,SCATTER-GATHER,02591::800AEAC00
270,SCATTER-GATHER,00795::8005A64B0
270,SCATTER-GATHER,023::80027A2B0
270,SCATTER-GATHER,022::8000EE420
271,SCATTER-GATHER,0010::80CCC1960
271,SCATTER-GATHER,0111443::807A67850
271,SCATTER-GATHER,0038478::80EDE0B20
271,SCATTER-GATHER,0015040::8111CA220
271,SCATTER-GATHER,0020822::808F66DC0
271,SCATTER-GATHER,02591::800516840
271,SCATTER-GATHER,022758::802716DD0
271,SCATTER-GATHER,0210690::803F63CA0
272,GATHER-SCATTER,020::807982140
272,GATHER-SCATTER,001457::80A03A470
272,GATHER-SCATTER,018200::808F60800
272,GATHER-SCATTER,013265::805EC2490
272,GATHER-SCATTER,0015447::80D4AFD60
272,GATHER-SCATTER,010::8006F7210
272,GATHER-SCATTER,027241::806069F30
272,GATHER-SCATTER,0114590::805C0E8F0
272,GATHER-SCATTER,016031::803C83D60
272,GATHER-SCATTER,0221279::807FE16D0
272,GATHER-SCATTER,013057::8080B4A60
272,GATHER-SCATTER,0011642::80E58F320
272,GATHER-SCATTER,019::80911C350
272,GATHER-SCATTER,024::804671B60
272,GATHER-SCATTER,029685::80F576BB0
273,FAN-IN,0014277::8067EE4E0
273,FAN-IN,0017863::810C289B0
273,FAN-IN,014549::804E76DF0
273,FAN-IN,0228540::810E62EB0
273,FAN-IN,013554::810F5ED30
273,FAN-IN,028800::80BF6C070
273,FAN-IN,018067::8038A96B0
273,FAN-IN,0241121::80F01B390
273,FAN-IN,0231744::80C1898B0
273,FAN-IN,0116425::806478850
273,FAN-IN,0117143::8064AAA20
274,BIPARTITE,0148350::812D0C3C0
274,BIPARTITE,0148350::811FFF630
275,CYCLE,0119::812A09CF0
275,CYCLE,0049365::812A09D40
276,FAN-IN,0119::811C597B0
276,FAN-IN,0048309::811C599A0
276,FAN-IN,0150240::812D22980
276,FAN-IN,0222::811B83280
277,BIPARTITE,001::800115CA0
277,BIPARTITE,020::8001AE2B0
277,BIPARTITE,023::800242CC0
277,BIPARTITE,01522::800528510
277,BIPARTITE,012::80017BE40
277,BIPARTITE,001::800116420
277,BIPARTITE,012::80005D3B0
277,BIPARTITE,020::80022F920
277,BIPARTITE,00410::8002438B0
277,BIPARTITE,011::800179CC0
277,BIPARTITE,022::8001AE930
277,BIPARTITE,023::80012E100
277,BIPARTITE,011::8001FD490
277,BIPARTITE,00410::80029BA40
277,BIPARTITE,020::8001697D0
277,BIPARTITE,011::80012D760
277,BIPARTITE,01522::8002AE7E0
277,BIPARTITE,001::800059440
278,RANDOM,0119::811C597B0
278,RANDOM,0048309::811C599A0
279,RANDOM,0249176::812A70ED0
279,RANDOM,0049508::812A70E80
280,GATHER-SCATTER,0014804::806698470
280,GATHER-SCATTER,013264::803C16F80
280,GATHER-SCATTER,018107::807E2E610
280,GATHER-SCATTER,0221891::80FDB9D80
280,GATHER-SCATTER,012513::803498EF0
280,GATHER-SCATTER,023842::804DE3CB0
280,GATHER-SCATTER,015::80422D430
280,GATHER-SCATTER,021918::80FDA64B0
280,GATHER-SCATTER,001665::80107B480
280,GATHER-SCATTER,0235509::80CE8C910
281,CYCLE,0214529::80567CFE0
281,CYCLE,012719::807214430
281,CYCLE,018067::80307A9E0
281,CYCLE,0220888::808112D30
281,CYCLE,021831::800D7F3B0
281,CYCLE,015231::8042E41B0
281,CYCLE,025075::804E71900
281,CYCLE,004242::805A06820
282,FAN-OUT,010::800043990
282,FAN-OUT,023::8001866E0
282,FAN-OUT,023::8001B8810
282,FAN-OUT,012::80012A760
282,FAN-OUT,020::80016BEA0
282,FAN-OUT,023::8001253F0
282,FAN-OUT,020::800195070
282,FAN-OUT,023::80016A6F0
283,STACK,008248::8035D5A00
283,STACK,0014387::808D6DF20
283,STACK,028255::80BFE6D70
283,STACK,023402::80498D100
283,STACK,013327::80171BB30
283,STACK,0112::80E22F4F0
283,STACK,009587::81095BC00
283,STACK,029279::80E1B9E30
283,STACK,013083::808A02960
283,STACK,0214::80C166500
283,STACK,001655::8010D1180
283,STACK,0215803::8079B1920
283,STACK,024::803FAA9E0
283,STACK,0117299::80DEBE6D0
283,STACK,012::800568E00
283,STACK,019::8095843D0
283,STACK,024850::8079A4BF0
283,STACK,0132306::80F0A2660
283,STACK,015055::8028CF9A0
283,STACK,0011838::804642430
283,STACK,028::806B553D0
284,FAN-IN,0116::80E446440
284,FAN-IN,024482::801FD9E70
284,FAN-IN,0030974::811E71060
284,FAN-IN,0215841::80EC7E760
284,FAN-IN,007::8061C7360
284,FAN-IN,0212789::804BD06D0
284,FAN-IN,0028222::80A98C410
284,FAN-IN,0019888::8079DDC30
284,FAN-IN,019925::803B70100
284,FAN-IN,012381::80D051180
284,FAN-IN,011904::80BBC79B0
284,FAN-IN,0012803::80ECEABA0
284,FAN-IN,001244::80657C030
284,FAN-IN,0210185::80C46DE50
284,FAN-IN,0118::811BCF2E0
284,FAN-IN,028::8061CCEA0
284,FAN-IN,007478::8057C54A0
285,FAN-IN,011157::801658CE0
285,FAN-IN,004259::810D8A060
285,FAN-IN,0111443::807B89E20
286,BIPARTITE,0249176::812A70ED0
286,BIPARTITE,0049508::812A70E80
287,SCATTER-GATHER,024::803D94320
287,SCATTER-GATHER,0116::80EB726B0
287,SCATTER-GATHER,01601::80340DCF0
287,SCATTER-GATHER,013862::8078765D0
287,SCATTER-GATHER,003489::801C63740
287,SCATTER-GATHER,01674::8003E5BD0
287,SCATTER-GATHER,0210829::80DFF8490
287,SCATTER-GATHER,0010441::8046D5A70
287,SCATTER-GATHER,015723::80273FB80
287,SCATTER-GATHER,0039775::80F224D00
287,SCATTER-GATHER,021918::80211A0E0
287,SCATTER-GATHER,0221891::80D328960
287,SCATTER-GATHER,013145::80BC14260
287,SCATTER-GATHER,023::8007EF950
287,SCATTER-GATHER,0014387::80D519890
288,FAN-IN,0119::811C597B0
288,FAN-IN,0150240::812D22980
288,FAN-IN,0222::811B83280
289,RANDOM,0113744::80B449F70
289,RANDOM,00908::80419CF40
289,RANDOM,012::8009CB800
289,RANDOM,014099::80FBE30B0
289,RANDOM,028827::805BAB4F0
289,RANDOM,0238845::80E8666D0
289,RANDOM,018067::80467E970
289,RANDOM,0231706::80DD5E610
289,RANDOM,0134939::80CE705C0
290,RANDOM,006075::802E6E910
290,RANDOM,023537::804E6EA20
290,RANDOM,01467::8003E2010
290,RANDOM,002627::8011E60B0
290,RANDOM,0030474::80B1EA390
290,RANDOM,01729::8088B1E00
291,BIPARTITE,0050528::812D0C600
291,BIPARTITE,0148350::812D0C3C0
292,CYCLE,0048308::811ED7DF0
292,CYCLE,0148389::811EDAA30
292,CYCLE,0249176::81235EC40
292,CYCLE,0048308::811E3C9F0
292,CYCLE,0148016::811FCA7B0
292,CYCLE,0223::811EDA940
292,CYCLE,0119::81235E8B0
292,CYCLE,0223::812D1A410
292,CYCLE,0048309::81235EAA0
292,CYCLE,0251264::812D1B280
292,CYCLE,0118::811A67510
293,SCATTER-GATHER,0050528::812D0C600
293,SCATTER-GATHER,0148350::812D0C3C0
293,SCATTER-GATHER,0148350::811FFF630
294,CYCLE,012::800063D30
294,CYCLE,023::8000FE1F0
294,CYCLE,023::8002BCFF0
294,CYCLE,023::80016A830
294,CYCLE,012::80010D740
294,CYCLE,020::80016A6A0
294,CYCLE,011::8000EFAF0
294,CYCLE,011::80022DF30
294,CYCLE,022::800060E60
294,CYCLE,00410::80023E0E0
295,CYCLE,0228101::80B0C3F40
295,CYCLE,0119::811DCA9B0
295,CYCLE,0118::812D06150
295,CYCLE,0223::8119F8CC0
295,CYCLE,0118::811B6E170
295,CYCLE,0118::811B9B110
295,CYCLE,0222::811D80C30
296,SCATTER-GATHER,0119::812A09CF0
296,SCATTER-GATHER,0049365::812A09D40
297,FAN-IN,01601::811099C90
297,FAN-IN,0027755::80A2DF610
297,FAN-IN,012004::801059EF0
297,FAN-IN,023344::80800B6F0
297,FAN-IN,011974::803C66270
297,FAN-IN,019318::80AF1F630
297,FAN-IN,0121580::808442C20
297,FAN-IN,001501::800AE9480
297,FAN-IN,029279::80B8B18B0
297,FAN-IN,019593::80EFACF30
297,FAN-IN,0134920::80CE3BE30
297,FAN-IN,016::80534C060
298,SCATTER-GATHER,01292::80064D1E0
298,SCATTER-GATHER,01490::800B65420
298,SCATTER-GATHER,020::8010CDC50
298,SCATTER-GATHER,003045::8016E89F0
298,SCATTER-GATHER,001::8003E2FB0
299,GATHER-SCATTER,01547::80080EF30
299,GATHER-SCATTER,01522::800313CD0
299,GATHER-SCATTER,003::8007C1440
299,GATHER-SCATTER,01688::800473C40
299,GATHER-SCATTER,01467::800402D40
299,GATHER-SCATTER,01588::80082A4D0
299,GATHER-SCATTER,001::8003A4750
299,GATHER-SCATTER,004::8007C65D0
299,GATHER-SCATTER,01547::800526550
299,GATHER-SCATTER,01502::8002E4450
299,GATHER-SCATTER,01490::8002D1950
299,GATHER-SCATTER,00795::8007EC4D0
299,GATHER-SCATTER,020::80029AB10
299,GATHER-SCATTER,010::8002CB9E0
299,GATHER-SCATTER,001::8001C5A50
299,GATHER-SCATTER,00908::800734200
299,GATHER-SCATTER,01292::800266A00
299,GATHER-SCATTER,001::80046B350
299,GATHER-SCATTER,01601::80033AD80
299,GATHER-SCATTER,001024::8006BF850
299,GATHER-SCATTER,01674::80077C070
299,GATHER-SCATTER,028::8000B8AB0
299,GATHER-SCATTER,00220::800682040
300,GATHER-SCATTER,0249176::812A70ED0
300,GATHER-SCATTER,0049508::812A70E80
301,BIPARTITE,0287::8071D2930
301,BIPARTITE,021575::800F1D640
301,BIPARTITE,011318::800AD0530
301,BIPARTITE,0025847::80970A1E0
301,BIPARTITE,028771::80E599BD0
301,BIPARTITE,014549::803631370
